en,hmr
"unselfishness, self-sacrifice, self-denial, perseverance; an untranslatable term binding all to be hospitable, kind, unselfish and helpful to others: a moral force which finds expression in the self-sacrifice for the service of others",Tlawmngaina (n)
a sub clan under Hmar Lawitlang Hrangchal,Tlawmte (n)
"little (quantity), few",Tlawmte (adj)
"gradually, little by little",Tlawmte te’n (adv)
"to be at leisure, to be free, to have nothing to do",Tlawngawl (v)
name of one of the eight dances performed during Sikpui festival (adults),Tlawram lam (n)
"polished, shine, shining",Tle (adj)
"not in want or need (a baby), happy and to be good",Tlei (adj)
"teenager, adolescent or the time of life between childhood and puberty",Tleirawl (n)
to move or turn around violently,Tleng (v)
"to clean, to wash, to rinse (with water)",Tleng fai (v)
the name of an iridescent beetle,Tlengtle (n)
"slip, glide, slide",Tleu (v)
"to be broken, snapped",Tliek (v)
the flat polished bar in a Hmar loom for ramming home the wool after each passage of the shuttle,Tliem (n)
"an expression of gathering of large peoples, insects or animals, collective appearance of big number of crops or plants",Tlim (adv)
"to be competent, to be capable of, to have the strength, to be able to",Tlin (v)
a slice or piece of meat,Tlin (n)
"to collect (as water in a pool), to accumulate",Tling (v)
"to reach, to reach to, to amount to, to succeed, to be elected",Tling (v)
"to fail sort of, not qualified, not elected",Tling lo (v)
"to complete, to fulfil, to finish",Tlingtla (v)
"competence, capability, ability",Tlinna (n)
a horsefly,Tlip (n)
to repeat and make it perfect or satisfying,Tlip mawi (v)
"to beat rapidly (as drum), to fire from a gun uninterrupted for a while",Tlir (v)
"durable, to be durable, to be lasting",Tlo (v)
"to search extensively, to seek out for thoroughly",Tlok (v)
"to go, to undertake, to bear (with great pain and suffering)",Tlok tlok (adv)
"decay, perish",Tlol (adj)
"to miss fire (as a gun), a gun firing attempt that fails to burst",Tlol (v)
"to pacify, to appease and seek favour, etc",Tlon (v)
"greasy, glossy, sleek, to be greasy, etc",Tlor (adj)
"to fall down (not from a height), to be settled",Tlu (v)
"equal to, equivalent, on par with, to be settled",Tluk (adj)
a Hmar Vangsie sub clan,Tlukte (n)
to totally or fully submit oneself to someone else,Tlulût (v)
"to sink, to go in (water)",Tlum (v)
the youngest (nau mitlum = youngest son),Tlum (adj)
"the large civet cat, termite",Tlumpui (n)
to eagerly and hopefully wait for something,Tlumte thlira thlîr (adv)
the lesser civet cat,Tlumther (n)
a woman forcing herself into the house of a man to be his wife,Tlun (n)
"straight, to be straight",Tlun (adj)
"to arrive at, to reach, to come, to happen",Tlung (v)
a variety of wild tree,Tlungkhip (n)
the main horizontal bar or log that runs across the breath at the base of the roof of a Hmar traditional village house,Tlungpum (n)
the queen of ‘leithra’ or a species of white ant,Tlungrêng (n)
a sub clan under Hmar Lawitlang Hrangchal,Tlungte (n)
a Hmar Biete sub clan,Tlungurh (n)
"the cover of the ridge of the roof of a Hmar traditional thatch and split bamboo roof, the ridging in modern CGI sheet roofing",Tlungzam (n)
and expression of a very sticky particles (chirhak inhnak tluok = a very sticky mud),Tluok (adv)
"whole length, straight and long bar or rope, etc (mafu tluon = a bar of sugarcane; thir tluon = a full-length iron bar; kekor tluon = long pant)",Tluon (adj)
"from beginning to end, till the end",Tluon suok (adv)
"smooth, to be smooth; prosper, successful, satisfactory; to have a safe and sound journey",Tluong (adj)
the main thread or rounded wire or chain of a rotating machine,Tluonghrui (n)
"bamboos going crosswise under the floor in a Hmar house, immediately above the kaldung",Tluongrel (n)
"successfully, safely",Tluongtakin (adv)
"quiet, silent, to be quiet; to stop, to pause; expensive, dear, costly",To (adj)
towel,Toel (n)
"bait, to put a bait, to bait",Toktar (n)
a variety of caterpillar,Toktawngang (n)
the rectum,Tol (n)
"a pile disorder, to have piles, piles",Tol tla (n)
the rectum,Tolkuo (n)
name of a species of bird,Tollawt (n)
the name of a young woman's cloth,Tollopuon (n)
slide (where) children play,Tolparit (n)
"to shrink, to crouch, to be crumpled, to be drawn together, to be contracted, to be shrunken (as the finger, arm or leg)",Tom (v)
a young women’s hair plait,Tombasisaw (n)
a hand weaving material,Tomkal (n)
a traditional Hmar woman’s hairpin,Tomkuol (n)
to wear (on the hair or head),Ton (v)
"to meet, to come face to face",Tong (v)
a measurement from the tip of the middle finger to the opposite elbow with arms extended,Tong (v)
expression of ultimate situation,Tong khong (adv)
"experience, by experience, after coming across",Tonhriet (n)
a Hmar traditional headgear reserved only for warriors (it is a must to clip a feather of Cuckoo in the headgear),Tonlairang (n)
tonsil,Tonsil (n)
"exceedingly, extremely, abundantly",Tontaw (adj)
"the gateway, entrance, etc",Tontir (adj)
a suffix to denote ‘not’ or anything in the negative,Top (adv)
"not at all, in no way, under no circumstances",Top nawh (adv)
"slow, not agile, not active",Torkawnawng (adj)
term for a woman to refer to all her brothers and male cousins or relatives,Tra (n)
"mourn, lament, a melancholic cry for the deaths",Tra (v)
a Hmar Thiek sub clan,Traite (n)
the name of a small bar in a Hmar woman’s handloom over which the thread passes and by which certain threads of the warp are raised when necessary,Traizel (n)
truck (vehicle),Trak (n)
"an action that come in small scale (rain drops, etc)",Trak trak (adv)
name of a variety of ‘zawngtra’,Tralim (n)
"famine, hunger, starve, to starve",Trâm (n)
occurrence of famine,Trâm tla (v)
occurrence of famine,Tram tla (v)
a variety of wild tree,Tramatrek (n)
"to eat something to ward of hunger, to appease one’s hunger",Trâmhnem (adj)
the name of a species of mustard,Tramkawr (n)
a species of mustard,Trampui (n)
"a severe famine, a great famine",Trâmpui (n)
"tired out for want of food, feeling the pangs of hunger",Tramsawl (v)
a fermented mustard leaf,Tramthu (n)
"to commence, to start, to begin",Tran (v)
"to side with, to choose",Tran (v)
to be biased,Tran bik nei (v)
"strong, healthy (physique)",Tran thra (adj)
dry,Trang (adj)
a poetical word for the chest or bosom,Trang (n)
to be on the bosom of another man or woman,Trang dang bel/pom (v)
"to work, plan or scheme for the good or benefit of oneself",Tranghma siel (v)
useful,Trangkai (adj)
"useless, worthless",Trangkai lo (adj)
"advantage, usefulness, benefit",Trangkaina (n)
"to be of use, to be useful",Trangkaina nei (v)
"to be of no use, to be useless",Trangkaina nei lo (v)
"to make use of, to reap benefit",Trangkaipui (n)
poetical term for the soft chest or bosom of a woman,Trangnem (n)
a measurement from the tip of the middle finger to the breast-bone with the arm extended,Trangphel (n)
chicken pox,Trangse (n)
to be separated from one’s wife or husband,Trangthre (v)
the name of a large edible spider that has a strong web,Trangtriel (n)
"transfer, shifted out from one place to another",Transfar (v)
a Bible verse reader in a Hmar church program,Trantu (n)
"to cry, to weep",Trap (v)
"cries of fear, anguished voice",Trap rawl (adj)
to feel like crying,Trap suok (v)
to easily shed tears,Trapder (n)
lamentation,Traphla (n)
"to chant a dirge, requiem or lament",Traphla insam (v)
lamentation,Trapna (n)
the name of an owl,Trapngai (n)
a bad evil spirit believes to sit on branches of trees in groups under the sun but roam around with torches in the night. A Hmar phrase ‘trau meiser sit’ originated from this tale and has some similarity with ‘will-o-the-wisp’ folktale,Trâu (n)
"with difficulty, hardly, just only",Trawk (adv)
"with great difficulty, with great personal cause or sacrifice",Trawk trawk (adv)
"dry, to be dry, etc",Trawl (adj)
"uneven, not smooth (cloth), which needs smoothening or ironing (cloth)",Trawm (adj)
to join with somebody,Trawm (v)
unworthy (person),Trawmkailo (n)
"weak, feeble, not strong",Trawng (adj)
"wet, drenched, soaked to the skin",Trawp (adj)
"leakage, spilled out (from container)",Tre (v)
a species of rice,Trei (n)
a species of rice,Trei sanghar (n)
a species of rice,Treite (n)
"a thunderbolt, a meteorite",Trek (n)
"to emit sparks, to throw out sparks",Trek (v)
"brick (used in house, etc construction)",Treklei (n)
the name of a species of mantis (insect),Trekral (n)
"a bare precipice, a very steep and bare hillside",Tren (n)
trench,Tren khur (n)
a steep and bare precipice,Trenbaram (n)
extreme heat,Treng (adj)
waterfall,Trentuikhawthla (n)
"almost, on the point of",Trep (adj)
"double of ‘trep’; nearly, almost, on the verge of",Trep trep (adv)
"on the point of, on the brink of, just about to",Trepah (adv)
"in large numbers, in large quantities",Treu (adv)
"afraid, scare, fear",Tri (n)
"scary, fearsome, dangerous",Tribaium (n)
"torn, to be torn, ruined",Triek (adj)
"to come to an end, to finish (a meeting or gathering)",Triek (v)
"the thread of a screw, a screw",Triel (n)
"spotted, striped, of various colours, tattooed, spotted, etc",Triel (adj)
a screw driver,Triel kilna (n)
"decaying, descending",Triem (v)
to split leaves from its middle leaf-stem,Triet (v)
"sand, sandy shingle",Trieu (n)
sandy soil,Trieudup (n)
"shingle, sandstone, pebbles",Trieulung (n)
"beach of sand, a sand bank",Trieupho (n)
"morning mist, fog",Trieusum (n)
ticket,Triket (n)
"to fall off (as leaves, hair, etc)",Tril (v)
"itch, tingle, tickling (of the teeth after eating sour fruits)",Trim (adj)
a tin; a unit of measurement of un-husked paddy mostly in the hill villages and is equivalent to some 15 kilograms. The size of jhumland is also calculated from the amount of paddy that can be grown or planted in it,Trin (n)
to disperse and go back home or to one's village,Trin (v)
an empty tin box,Trin bur (n)
"to disperse and go to one’s respective destination, to disperse in different directions",Trin dar (v)
to leave and go home (while others are still there),Trin san (v)
"to let to break up and disperse, to cause to break up (a meeting) and go home",Trin tir (v)
soot formed over Hmar traditional village hearth or fire place,Tring (n)
to join together,Tringmit (v)
guitar,Tringtrang (n)
closing song,Trinna hla (n)
name of one of the eight dances performed during Sikpui festival,Trinna lam (n)
to fear for,Tripui (v)
a state in NE India where the indigenous peoples (see also ‘Rengpuiram’),Tripura (n)
"fearsome, danger, scary",Trisim (n)
"to distrust, to fear",Trithawng (v)
perilous,Trithawngum (n)
to be in jeopardy or peril,Trithawngum takin um (v)
fear,Tritna (n)
fearsome,Tritram (n)
"fearful, awful, dangerous, to be in danger of",Trium (n)
"to shoot up, to sprout out, to grow",Tro (v)
the first rain of the monsoon,Tro ruo (n)
"rotten, decomposed, putrid, to rot, etc",Troih (v)
"blebby, red and spotted (as the nose), to be blebby",Trok (adj)
common toad,Trokphar (n)
the name of a species of frog,Trokpui (n)
name of a variety of shrub with not edible fruit,Trokrakur (n)
the name of a small red throated bird,Troktrokorsen (n)
"to speak, to talk, language, speech",Trong (v)
to translate or interpret words or speech,Trong inlet (v)
translator or interpreter (of words or speech),Trong inlettu (n)
"loudspeaker, sound system",Trong inringna (n)
to talk in sleep or in delirium,Trong invet (n)
"a speech having a sinister meaning, an insinuation, innuendo",Trong mei nei (n)
talkative,Trong nuom (adj)
"a fluent person, a chatterbox, fluent, etc",Trong thei (n)
"irresponsible and thoughtless words; (v) to speak in immature and irresponsible manner, to speak boastfully for no purpose or cause or reason",Trong thlahol (n)
"foul words, vulgar words",Trong thralo (n)
common and everyday speech or languages,Trong tuolleng (n)
old words that are considered as original or root words,Trong upa (n)
"speech, conversations, words, discourses",Trongbau (n)
polite and sweet words,Trongbau thra (n)
sweet words,Trongkam thra (n)
imported words or new words,Trongkauserthar (n)
idioms and phrase,Tronglamkei (n)
expletives,Trongsie (n)
curses,Trongsiephur (n)
"dumb, deaf",Trongtheilo (n)
"to make supplication for, to pray to God",Trongtrai (v)
a prayer (to God),Trongtraina (n)
to talk in sleep or in delirium,Trongvai (v)
"to be untidy, shabby",Trop (adj)
"untidy and nuisance, troublesome dirts",Trophnok (adj)
a jhum hut,Tru (n)
uncut paddy field that needs cutting,Trûl (n)
"important, needful, urgent, necessary, imperative; to be busy, to have a lot of work to do; to be old before getting married",Trûl (adj)
a woman not getting married again after the death of her husband and instead look after her children,Trûlpui (n)
"occasion, time (tuta trum – this time or this occasion; trum hni – two occasions)",Trum (n)
"coming down (from a tree, etc)",Trum (v)
"to complete, to accomplish, to finish, right through the end",Trumtla (adv)
"to come to an end, to finish",Trumtriek (v)
"to fully get, to understand properly",Truo (v)
"decay, fall apart, putrefy",Truoi (adj)
the name of a tree with edible berries,Truoitrit (n)
"white, grey, white (as hair)",Truok (adj)
"movements, actions",Truon (n)
"to be slow (at work, etc), to be lethargic (adj), lethargic, slow",Truon muong (v)
"fast, energetic, active, lively",Truon rang (adj)
"to be fast and active (in slated task in hand), fast to reach",Truon thra (adj)
the floor,Truong (n)
"quick (at work, speech), to be quick",Truonrang (adj)
name of wild flower bearing tree,Truopui (n)
a Hmar Thriek sub clan,Tryte (n)
grandchildren,Tu (n)
to plant (seed),Tu (v)
who? whom? whose?,Tu (prn)
"a grandchild, a sister's child, a husband's sister's child, a paternal aunt's child",Tú (n)
who?,Tu am (prn)
"someone, a certain man",Tu am ani (prn)
"yet, up to the present time, hitherto",Tu chen hin (adv)
"whoever, whomsoever",Tu el khom (adv)
"now, at present",Tu hin (adv)
by someone,Tu in am ani (prn)
to live to see one’s great great grandchildren,Tu khup thum hmu (v)
this year,Tu kum (adv)
this year,Tu kum (adv)
to whom?,Tu kuom am (prn)
"just now straightaway, at this very moment",Tu la la hin (adv)
grandchildren and great grandchildren of the sons and daughters,Tu le te (n)
"someone, somebody, a certain person",Tu mani (prn)
to have grandson or granddaughter,Tu mong ben (v)
"who, whose?",Tu ta am (prn)
"just now, right now",Tu tak hin (adj)
an effeminate,Tuai (n)
a hammer,Tubo (n)
the one who cook (especially meat) in a community feast,Tucha (n)
certain persons,Tuhai amani (prn)
"a measurement of grain, a conical heap of paddy, the apex of which will be level with the end of a Hmar hoe held vertically at arm’s length above the head of an ordinary sized man when standing",Tuhazawn (n)
"water, juice, an egg, to melt, to lay an egg",Tui (n)
"to water (as flowers), to pour out water",Tui buok (v)
to drink water,Tui dawn (v)
"a wave, a tide",Tui fawn (n)
"to swim, swimming",Tui inhlieu (v)
to take birth,Tui insil (v)
"a dam, to dam up water",Tui khuop (n)
"to immerse in water, to dive in water",Tui lilut (v)
a wet paddy field,Tui lo (n)
hot water,Tui lum (n)
"name of a species of bird, osprey",Tui vakawl (n)
"a water bag, water bottle",Tuibawm (n)
a Hmar traditional shawl,Tuibopuon (n)
name of a river,Tuibum (n)
a woman smoking pipe (which produce nicotine water),Tuibur (n)
a short or rough period of time of about half an hour measured from a time a Hmar can keep a sip of nicotine juice in his mouth,Tuibur hmuom da sung (n)
"to carry water, carrying water, to draw water",Tuichawi (v)
a water pipe,Tuidawt (n)
"a conduit, a gutter (round roof a house)",Tuidor (n)
a river stream,Tuidung (n)
rust (adj) rusty (v) to be rusty,Tuiek (n)
"the sea, the ocean",Tuifinriet (n)
soup of meat (especially the bone area),Tuihang (n)
a long thread or wire attached from a pole to another on the next day of death of someone in a village,Tuihlei (n)
"tempting (to the mouth), appetizing, nice looking (to eat)",Tuihnai (adj)
"the source of a stream, river",Tuihnar (n)
a supportive comment,Tuihni (v)
"puddle, rain water that overflows around",Tuihok (n)
"a drain, a gutter, a nullah",Tuihok kor (n)
cholera,Tuihri (n)
"steam, vapour, mist",Tuihu (n)
"one of the simplest Hmar dishes made of only water, salt, chilly and dry fermented fish",Tuikawrawng (n)
"a mussel, an oyster",Tuikep (n)
a pearl,Tuikeplung (n)
a waterfall,Tuikhawhthla (n)
to make a booming sound in water with the hands,Tuikhuong ben (v)
"a waterhole, the main water source of a traditional Hmar village",Tuikhur (n)
a coconut,Tuikurluk (n)
"a conduit, an aqueduct",Tuilakna (n)
"pipe, water pipe",Tuilawng (n)
"a flood, to be a flood",Tuilet (n)
"the final means of settling (case or dispute between two individuals) in a traditional pre-Christian era justice system (two persons who have the dispute are taken to a nearby river or water body after performing a certain rite at the chief’s house and then moved out along with the chief and his ministers. On the bank of the river, the priest sprinkles the blood of fowl on the top of their head and if the blood flow down the nose line of either of them, the onlookers would straight away think that he is the innocent of the two. After the priest chanted few words both will sink themselves in the water - the innocent of the two will always manage to sank himself deep into the water and came out with a handful of sand from the floor of the water but the guilty person miraculously can never survive inside the water for long no matter how good a diver he is)",Tuililut (n)
hot water,Tuilum (n)
boiled water (for drinking),Tuilumthat (n)
a water canal,Tuiluongkor (n)
a Hmar Faihriem sub clan,Tuimuol (n)
lotus,Tuipar (n)
"a large expanse of water, the sea",Tuipui (n)
"the sea cost, sea shore, beach",Tuipui kam (n)
name of a species of ‘lailên’ bird,Tuipui lênchîm (n)
the gull bird,Tuipuipeleu (n)
a water snake,Tuirul (n)
the Barak (the biggest and most important river that flows through Hmarland of the present generation),Tuiruong (n)
"seal, sea lion",Tuisakei (n)
a seahorse,Tuisakor (n)
a small water source,Tuisam pût (n)
the hippopotamus,Tuisamak (n)
the name of a water turtle,Tuisatel (n)
pure and clean water,Tuisik (n)
"a well, a ring well",Tuisunsuo (n)
"the sea, the ocean",Tuisuoriet (n)
a dragon fly,Tuiteng (n)
a skin disease,Tuithak (n)
a water scoop,Tuithalna (n)
a bamboo made water container,Tuithei (n)
one who is skilled in swimming,Tuithiem (n)
"to outcast, to cast off (a relative, etc)",Tuithlar (v)
name of cockroach like black insect living in water,Tuithu (n)
to dam up water,Tuiting (v)
"to be received with approbation, to be liked",Tuitla (adj)
"to drown in water, drowning",Tuitla (v)
"to make tasty, to give a flavour, to flavour, to season",Tuituo (v)
"flavouring, seasoning, anything to make food tasty",Tuituona (n)
a dry bitter gourd water container,Tuium (n)
a particular Hmar woman shawl,Tuiûmpuon (n)
name of a water bird,Tuivaarngo (n)
cormorant bird,Tuivakawl (n)
the name of several species of water birds,Tuivalawng (n)
a small pool of water in a jungle not far from stream,Tuivamit (n)
a spirit or ghost believe to guard ‘tuivamit’. Hunters and travellers who came across the water took a very delicate and careful process of not rushing to the water with bare hand but with a leaf made like a cup and thereby not displeasing the spirit,Tuivamit huoi (n)
a wild duck,Tuivarak (n)
the white owl,Tuivatawk (n)
the current of a river,Tuizang (n)
strong or swift river water current,Tuizang khauh (n)
diversion of river or stream waters using improvised bamboo in jhum lands,Tuizawn (n)
"to cut anything out of wood, to cut (a beehive) out of a tree, to cut or chop (bough) off a tree; to command, to promise, to order, to ask a contribution",Tuk (v)
the morning,Tûk (n)
"morning and evening, always, continuously",Tûk le zan (adv)
every morning,Tûk tin (adv)
"to subdue, to defeat, to overcome",Tukdawl (v)
a component of a woman’s handloom,Tukdet (n)
the nape of the neck,Tukhnungkhur (n)
"anyone, whoever, nobody",Tukhom (prn)
"by none, by nobody",Tukhomin (prn)
"the back of the head, the nape of the neck",Tukkhum (n)
"name of a small bird with protrude feathers on the top of the head, a species of bulbul",Tukkhumvilik (n)
the name of a species of woodpecker,Tuklo (n)
one who sought refuge in the house of the chief or a rich man to be his slave during famine or being pursuance by a stronger tribe in pre-Christian era tribal war (he/she may be freed after the famine or when the war is over),Tuklut Suok (n)
large bamboos notched and bent over the ridgepole to support the thatch of a Hmar traditional village house,Tukrop (n)
every morning,Tuktin (adj)
"a variety of flower, the lily",Tuktin par (n)
a caterpillar,Tuktulung (n)
the poisonous hairs of certain caterpillars,Tuktulung hmul (n)
"an ordinary muzzle-loading gun, used with a percussion cap",Tukuli (n)
this year,Tukum (n)
a window,Tukver (v)
"a skewer, a kind of two-pronged fork",Tûl (n)
these days,Tulai (n)
a swing,Tulteneng (n)
the name of an evil spirit believes to sometimes take possession of a dead body and cause it to speak and move,Tulum (n)
"a block of stone, wood",Tum (n)
"to wish, to want, to intend, to attempt, to try; to play (a musical instrument)",Tum (v)
palm tree (see also ‘intûm’),Tûm (n)
"to sulk, to be sulky, to pout, to look cross",Tûm (v)
intentional,Tum hram (adj)
the palm tree twigs,Tûm kau (n)
palm sunday,Tûm kau ni (n)
by sheer determination,Tum lui (n)
a slight intention,Tum lungril (adv)
to be determined,Tum tlat (v)
the sago palm,Tumbu (n)
the edible plantain flower bud,Tumbung (n)
an edible wild plant,Tumkûk (n)
"determination, intention",Tumna (n)
the biggest and most ferocious of the wild male mithun,Tumpang (n)
"to strive, to try hard, to be determined, to be resolved",Tumru (n)
to have a high aim or target,Tumsang (v)
the name of a plant with edible leaves and blossoms,Tumthang (n)
"upwards, uphill, ascend",Tung (n)
"to prick up (as ears), to stand on end or upright",Tung (v)
"expect anxiously, anticipate eagerly",Tûng (v)
"gentle uphill, gradual uphill",Tung awn (adj)
gentle or gradual uphill path,Tung zal (adj)
a bed post,Tungchaw (n)
a hole in a traditional Hmar bedpost to serve as a receptacle of small articles,Tungchawkuo (n)
"to establish, to build, to reform, uphold",Tungding (v)
"to restore, to reinstate, rebuild",Tungding nawk (v)
very steep upwards,Tungmitlik (n)
a four-cornered mat made from split bamboo and used for drying edible items of bigger particles in the sun or above hearth,Tuntieng (n)
"a granddaughter, a sister's daughter, a husband's sister's daughter, a paternal aunt's daughter",Tunu (n)
"one another, each other",Tuo (adv)
,"Tuo – adverbial suffix to denote ‘a meeting point’ (suktuo, tintuo, etc) ()"
to temper (as steel or iron),Tuoi (v)
"of medium growth, not full grown",Tuoi (adj)
to gently brush (by hand),Tuoi (v)
the name of a species of beetle,Tuoidawk (n)
a semi or half fermented bamboo shoot,Tuoidawn (n)
a variety of wild tree,Tuoihabet (n)
"to cleanse, finalised or make it ready",Tuoinam (v)
a smaller variety of bamboo shoot,Tuoiterek (n)
fermented bamboo shoot,Tuoithûr (n)
"to meet, receive, to go to meet anyone",Tuok (v)
"a pair, a couple, both",Tuok (n)
"to save up, to accumulate",Tuokkhawm (v)
"mishap, accident",Tuoksuol (n)
"to meet with a mishap, to meet or have accident",Tuoksuol tuok (v)
"the space in front of a house, the village street",Tuol (n)
"local charkha, charkha for local cotton",Tuol pat suthlam (n)
"clothes worn for jhum works, working clothes",Tuol zakuo (n)
neighbours,Tuolbawm (n)
the month of January,Tuolbuol (n)
"to frolic, to gambol, to romp about out of doors, to merry make",Tuolchai (v)
the place of ‘tuolchai’,Tuolchaina (n)
those living in the opposite front of one’s house,Tuolhai (n)
a Hmar Faihriem sub clan,Tuollai (n)
"current, common, modern, universal",Tuolleng (adj)
a Hmar Thriek sub clan,Tuolor (n)
the front porch of a Hmar traditional house,Tuolpuk (n)
"homemade, locally made, country made",Tuolser (adj)
"a ghost or evil spirit which hops about on its head with its feet in the air (a pre-Christian era Hmar believes that it is human being in which a ghost entered in the night and do the act and, a person seeing another person treated in this manner is bound to be followed by misfortune and death)",Tuolsumsu (n)
"local, of the village or locality",Tuolsung (n)
a person belonging to the village or area,Tuolsung mi (n)
a Hmar Thriek sub clan,Tuolte (n)
murder,Tuolthat (n)
murderer,Tuolthattu (n)
"that comes out from the local area (songs, styles, etc)",Tuoltro (v)
"the flat areas on the front of a house, one’s local area",Tuolzawl (n)
"to bandage, to wrap round, to cover, to brood over (as a fowl)",Tuom (v)
a shawl gifted to the family of those who lost their members,Tuom puon (n)
"a bandage, wrapper",Tuomna (n)
"to suffer, to endure, undergo, tolerate",Tuor (v)
"to tie together, to bind (man and woman)",Tuorem (v)
"intolerable, insufferable, that cannot be endured",Tuorhlaum (adj)
to bear and endure the pain till it is over,Tuormuolsuo (v)
"suffering, endurance, pains",Tuorna (n)
"to suffer with, to sympathise, to be in sympathy",Tuorpui (v)
"brave or patient under suffering, to endure pains patiently",Tuorsel (adj)
to give away under pain or sufferings,Tuorzuou (adj)
"a grandson, a sister's son, a husband's sister's son, a paternal aunt's son",Tupa (n)
an iron spud on the edge of the wooden handle made to tighten the joints,Tuparawng (n)
giving extra pressure to someone to hurry or hasten up,Tur (v)
"poison, strong, pungent smelling (as spirits, etc)",Tûr (n)
to give added pressure to hasten or hurry up,Tur inhmaw (adv)
"poisonous, to be poisonous",Tûr nei (adj)
to repeatedly or continuously give pressure to hasten or hurry up,Tur sek (adv)
the poetical term for the sun,Tûrnipui (n)
a Hmar Faihriem sub clan,Tusing (n)
"before, sometime ago, sometime before",Tuta hma (adv)
"from now one, henceforth",Tuta hnung (adv)
"henceforth, from this time, from now onwards",Tuta inthok (adv)
this week/year/month/time,Tuta kar/kum/thla/trum (adv)
a small hoe,Tuthlaw (n)
a measure for a conical heap of rice the apex of which will be level with the end of a ‘tuthlaw’ held high above the head of an ordinary-sized man,Tuthlaw hazawn (n)
a curved hoe for weeding,Tuthlawkuoi (n)
a spud,Tuthrul (n)
"sound produced by cymbals, resounding cymbals",Tuvû (adj)
an interrogative word and short form of ‘tu am?’ (who?); Tu am ka na - who am i?; Tu’m ka na - who am i?,Tu’m (prn)
