en,hmr
"therefore, hence",Chuleiin (adv)
to be on friendly term with,Chûlnel (v)
"to punch, to strike with the fist",Chum (n)
the pole in a roof going lengthways on the top of the rafters,Chûm (n)
"fat, chubby, to be fat, chubby",Chûm (adj)
the name of a brass griddle,Chumchi (n)
"then, and so, (used to introduce a sentence)",Chun (prpn)
if,Chun (conj)
poetical term for mother,Chun (n)
poetical term for mother and father,Chun le zuo (n)
"top, up, upper",Chung (adj)
"looked up upon, to regard highly of",Chung en (v)
"God, the Almighty",Chung Pathien (n)
"to woe, to be sad, to be burdened, to be in dire strait",Chung pik (v)
"upper, higher up",Chung tieng (adj)
"on, above, upon",Chungah (prpn)
"about of, concerning, regarding",Chungchang (prpn)
an elevated floor house – a typical Hmar traditional house style,Chungchawi in (n)
the split bamboo on the roof a traditional Hmar house,Chungdal (n)
"upper, higher",Chunghnung (adj)
"uppermost, most high",Chunghnungtak (adj)
"flying creatures, birds, insects, etc",Chungleng (n)
"woes, anguish, misery",Chungpikna (n)
poetical term for mother,Chunnu (n)
"faded, old looking, to fade (as a flower)",Chuoi (adj)
a species of immortelle,Chuoi lo (adj)
name of flower,Chuoilo par (n)
poetical term for visit or drop by,Chuon (v)
"the lower part (of a village, jhum, etc)",Chuonchung (n)
a chicken comb,Chuong (n)
"to get on top of, to be on top of, to sit upon, to mount, to ride, to embark, etc",Chuong (v)
the left over; without an owner,Chuong (adj)
"plural form of that or this; those, these",Chuong (prn)
"if so, if that is the case",Chuong a ni chun (conj)
"like that, in that manner",Chuong ang bok chun (adv)
"that so much, such a large number",Chuong zozai (adv)
"so, so then, therefore, etc",Chuongchun (conj)
those,Chuonghai chu (prn)
to reach,Chuongkai (v)
clitoris,Chuongkilik (n)
"the lower part (of a village, jhum, etc)",Chuonhnuoi (n)
the lungs,Chuop (n)
"puckered, wrinkled, creased, to be puckered",Chuor (adj)
"dumb, dull, silly, slow in understanding things",Chut (adj)
"in there, at that place, thereunto",Chutaka chun (adv)
"from thereon, since then, from that place",Chutaka inthok chun (adv)
the one from there,Chutaka mi chu (adv)
a poetical term used to refer to one’s lover,D (n)
"to lose savour, to fade, to lose taste, without savour, faded, pale and lifeless",Da (adj)
"name of a disease (venereal disease), syphillis",Dadu (n)
"a fence, outskirts, a hedge, a wall",Dai (n)
to clear jungle or weeds round a house or village,Dai sam (n)
to separate by a partition,Daidan (v)
partition,Daidanna (n)
"dew, rain water which has settled on leaves",Daidaw (n)
dragonfly,Daidep (n)
"one which is in the interior or remote, not in prominent place",Daikilkar (n)
poetical term for a ‘memorial stone slap in a graveyard’,Dailungrawn (n)
"pulse, lentils, dal",Dailuo (n)
the main pillar of a fence,Daingul (n)
"the outside, the surroundings, the vicinity",Daipuo (n)
poetical term for outskirts,Daire (n)
director,Dairektor (n)
"extreme cold like hailstone, to die down",Dairiel (n)
"to look out (as of a door), to look about one, to look upwards, to raise or lift the head",Dâk (v)
"post, mail",Dâk (n)
post office,Dâk in (n)
envelope,Dâk ip (n)
postman,Dâk pu (n)
"fluent, talkative",Dak thei (adj)
"to raise the eyes or head (after looking down), to look out, etc",Dâksuok (v)
doctor,Daktor (n)
"whitish, weak, wan, watery",Dal (adj)
"pulse, lentils",Dâl (n)
"to keep from, to prevent, to stop, to obstruct",Dâl (v)
"an obstacle, an obstruction",Dâlna (n)
"water dam, water reservoir",Dam (n)
"soft, quiet, calm, slow, not fast, not in hurry; alive, living in good health",Dam (adj)
land sheltered from the sun's rays and is continually damp,Dàm (n)
also,Dàm (cnj)
"not alive, ill, to be ill",Dam lo (v)
"life’s purpose, that which makes life worth",Dam san (n)
what that has not yet arrive or happen and none knowing when it will,Dam sawt nghak thil (phrase)
"gently, slowly, quietly, noiselessly",Dam tein (adv)
medicine,Damdawi (n)
hospital,Damdawi in (n)
"to survive, to remain alive",Damkhawsuok (v)
lifetime,Damlai (v)
"sickness, illness, ailment",Damlona (n)
"ill, dead, to be ill",Damnaw (v)
live long,Damsawt (v)
longevity,Damsawtna (v)
lifetime,Damsung (n)
"a parting words (goodbye, adieu!)",Damtakin aw (n)
"slowly and very slowly, without noise",Damte te’n (adv)
"custom, way, manner, habit, constitution",Dân (n)
breaking the rule or law,Dan bawsie (v)
"law breaker, law violator",Dan bawsietu (n)
"one skilled in the law, a lawyer",Dan hre mi (n)
"in general, rough, approximately",Dan naran (adj)
"generally, roughly, approximately",Dan naranin (adv)
lawmaker,Dan siemtu (n)
after every (ni khat danah = every other day; kum 4 danah = after every 4 years),Danah (adv)
"the palate, the inside of the mouth",Dang (n)
"to block, to stop, to intercept",Dang (v)
"another, other, different, more",Dang (prn)
"pale, to be pale",Dâng (adj)
"another more, and so on, etcetera",Dang dang (prn)
"to stutter, to stammer, stuttering",Dangawk (v)
thirsty,Dangchar (v)
"to cut short, to silence a person when speaking",Dangchat (v)
"to block and send back to, to drive back",Dangkir (v)
"different, to be changed, to be altered, dissimilar",Danglam (adj)
"unchangeable, immutable, permanent",Danglam theilo (adj)
"difference, dissimilarity",Danglamna (n)
"to be talkative, to be glib, to chatter",Dangnâl (v)
constitution,Danpui (n)
partly wet,Dap (adj)
"search by hand, to search for something using the hand",Dap (v)
to feel around,Dap vel (v)
combing operation done by security forces to arrest outlawed militants,Dappui (n)
a variety of wild tree,Dapthak (n)
scattered,Dar (adj)
"hour, an hour, 60 minutes",Dar (n)
"brass, a bell, a gong",Dár (n)
"shoulder, the shoulder blade with flesh; the foreleg of a four-legged animal",Dàr (n)
"to meet in a joyous mood, to assemble happily",Dar ang tong (v)
"the shoulder blade, scapula",Dar ru (n)
thin brass wire,Dar zai (n)
a sub clan under Hmar Lawitlang Hrangchal,Darasung (n)
a cymbal or clapper,Dárbenthek (n)
"an indigenous three gongs used for leading singing, dancing, etc",Dárbu (n)
brass,Dareng (n)
a young unmarried man,Darfeng (n)
"hour, an hour",Darkar (n)
a Hmar Zote sub clan,Darkhawlai (n)
a gong,Darkhuong (n)
name of a Hmar kindred (unau-suopui) tribe settled in Tripura,Darlong (n)
"the name of the smallest brass gong and part of ‘darbu’ used in war, tiger hunts, celebrations",Darmang (n)
a mason’s iron ball for measurement,Darmum (n)
a Hmar Biete sub clan,Darnei (n)
a Hmar clan,Darngawn (n)
"the name of a brass gong and part of ‘darbu’ used in war, tiger hunts, celebrations",Darpheng (n)
copper,Darsen (n)
"glass, looking glass",Darthlalang (n)
luck,Dau (n)
"unreliable, untrustworthy, diluted, polluting it",Dauh (adj)
"to hold out (as the hand, cloth, etc for receiving anything), to make anything which is raised above the ground, such as a table, bed, bridge, shelf",Daw (v)
"a trick, ploy, false pretences or misrepresentations",Dawha (n)
under false pretences,Dawha in (adv)
"one having a false pretence, cunning, clever",Dawha thur (n)
"witchcraft, magic; cowardly, to be cowardly, to be afraid",Dawi (n)
songs or chants made by witchcraft,Dawi hla (n)
magic potion,Dawibur (n)
"yeast, leaven",Dawidim (n)
"an intensive form of ‘dawi’, coward",Dawikawlok (n)
shawl of the indigenous Hmar priests,Dawipuon (n)
"a witch, a wizard, a sorcerer, a magician",Dawithiem (n)
the name of small bird,Dawithiempa ar (n)
coward,Dawizep (adj)
"to come off, to slip off (as the edge or binding of anything)",Dawk (v)
a table,Dawkan (n)
the name of a small bird,Dawkek (n)
"to bear, to bear the strain; collect, collecting",Dawl (v)
name of tree,Dawlthing (n)
to hold from the bottom side,Dawm (v)
to exert force from the lower end,Dâwm (v)
"to look after, to attend, to nurse; reply, to give a reply; drink, to drink (any liquid); to consider, to think of, to think or consider before-hand",Dawn (v)
"a tube, a pipe-stem, a new shoot or branch, to shoot out a new branch",Dawn (n)
fit for drinking,Dawn tlak (n)
not fit for drinking,Dawn tlak lo (n)
"soft, tender",Dawng (adj)
"getting less than others, to be unfortunate, to be taken in, to be swindled, to be defrauded, to be deprived of anything",Dawng (v)
"idle, lazy, indolent",Dawngda (adj)
water melon,Dawnkhaw (n)
"deep thinking, to have a thorough study",Dawnkhawl (v)
a variety of wild tree,Dawnlien (n)
a particular Hmar women shawl,Dâwnpuon (n)
"farsighted, to have thought for the future",Dawnsei (v)
to have no thought for the future,Dawntawi (v)
academic discussion & deliberation,Dawntlang (v)
"to notch a tree when falling so as to ensure it falling in the desired direction; to investigate, to interrogate",Dawp (v)
"a shop, a bazaar, a market",Dawr (n)
to bargain with,Dawr (v)
"a market place, a bazaar",Dawr hmun (n)
"being unreliable, to be unreliable",Dawrawm (adj)
"a shopkeeper, a businessman, a trader",Dawrkai (n)
name of a Hmar traditional women basket,Dawron (n)
"a big shop, a fair, a mela",Dawrpui (n)
a small shop,Dawrtu (n)
pierce through,Dawt (v)
"a tube, a pipe",Dawt (n)
"patient, forbearing, to be patient; to be accommodative",Dawthei (adj)
"forbearing, patience",Dawtheina (n)
a seat in front of the hearth in a Hmar house; a piece of bamboo specially made for taking a spinning top,Dawthleng (n)
"to pay homage to, to humble one's self before",Dawvankai (v)
"to crack (a flea) on the fingernail; shine, gleam",De (v)
"adequate, enough, sufficient",Dei (adj)
"to become cool, to cool down, to quiet",Dei (v)
"quiet, completely, entire; away, far away",Dei (adv)
"inadequate, not enough, insufficient",Dei lo (adj)
"shade, shady",Deihlim (n)
frost bite,Deihmet (n)
"all round, useful for different purpose, present everywhere",Deizai (adj)
"to tickle, to feel, to touch, to do",Dek (v)
"to fall upon or against, to lean upon or against",Del (v)
"to fall upon or against, to lean upon or against",Delde (v)
"to accuse, to blame, to find fault with",Dem (v)
"blameless, unblemished",Dem kailo (n)
"to jest at, a jesting stock",Demsie (v)
"blameable, blameful, defective",Demum (adj)
"to throw, to stone, to hammer, to pound, to cast or let down (as a net)",Dèng (v)
throw away,Denghawn (v)
"to be close, to touch",Dep (adj)
to copulate,Dep (v)
"near, close to, against, over against",Dep-ah (prep)
"unreliable, dishonest, untrustworthy",Depde (adj)
"shoot, sprout (of plant)",Der (n)
"to pretend to, falsely, untrue",Der (adj)
"not at all, not a bit",Dèr (adv)
"not at all, in no way, under no circumstances",Der lo (adv)
"unreliable, untrustworthy",Derdep (adv)
"a two-anna piece, an expression of little value or significance",Dere (n)
a marigold,Derken (n)
"slightly, rather, somewhat, more",Deu (adj)
"gradually, little by little, by degrees",Deu deu (adv)
slightly,Deu hlek (adv)
"almost, very nearly",Deu thaw (adv)
mocking at it,Deusaw (v)
poetical term for one’s lover; thatching grass,Di (n)
debate,Dibet (v)
horizontal bamboo pole attached on the roof of a house,Dichum (n)
diabol,Diebol (n)
"muddy, mud, to be muddy",Diek (adj)
signifying plurality,Diel (adv)
loose soil brought together by flowing rain water,Dieldawk (n)
"already, ready, quiet, completely",Diem (adv)
"in slow motion, slowly and carefully",Diem diem (adv)
a turban,Dier (n)
a cloth used to wrap around the waist by men,Dierkei (n)
a term used by Hmars to refer to the Dimasa tribes,Dierkei (n)
a form of wrapping a cloth over the waist and between the legs,Diermawngchep (n)
"right, accurate, true, proper, righteous, to be right",Dik (adj)
"to visit at, to appear",Dîk in dak (v)
"wrong, inaccurate, untrue, improper, unrighteous, to be wrong",Dik lo (adj)
dictionary,Diksawnari (n)
"accurately, correctly",Diktakin (adv)
the inside part of a bamboo or cane,Dil (n)
a lake,Dîl (n)
"inquisitive, to be inquisitive",Dîlsut (adj)
democracy,Dimawkrasi (n)
"with extra care, to be gentle with",Dimdawi (adj)
must (I fe ding a nih = you must go),Ding (a verbal affix)
for the purpose of (fak ding= for eating),Ding (prpn)
"almost, nearly",Ding lai (adv)
"just about to, on the verge of",Ding mek (adv)
"a hundred crore, a billion",Dingawn sawm (adj)
to come off well,Dingchang (v)
the name of a flowering plant,Dingdi (n)
to stand on tip-toe,Dingdihlip (v)
a little boy’s penis,Dingdong (n)
"for, for the purpose of (bu fa dingin a hung=he comes to eat food)",Dingin (prpn)
to kneel,Dingthrathruon (v)
"to revive, to re-establish",Dinthar (v)
"into powder, finely powdered",Dip (adj)
to get or be in the way,Dîp (v)
department,Dipatmen (n)
name of wild grass that is use as roofing materials in traditional Hmar house,Dipui (n)
the flower of ‘dipui’,Dipui par (n)
"to rejoice at another's misfortune, to gloat over because of misfortune, to mock or jeer or laugh at because of misfortune; to say that misfortune serves another right",Diriem (v)
discipline,Disiplin (n)
district,Distrik (n)
"like, desire",Dit (prp)
the way one wish,Dit dan (adv)
"choice, the manner one wishes",Dit dan takin (adv)
preferred,Dit lem (v)
poetical term for one’s lovers,Dite (n)
"ridge of a house just covered by the roof, the part of a roof beyond the wall",Dithlafarfem (n)
giving favour,Ditsak (adj)
to favour one more than another,Ditsak bik (adj)
favour,Ditsakna (n)
beloved,Dittak (n)
"as much as one wish, just as one like",Dittawkin (adv)
"to make a choice, to choose, to select",Ditthlang (v)
"free will, choice, will",Ditthlangna (n)
desirable,Ditum (adj)
"things what one wants, anything wished for, wanted or acceptable, acceptable, beloved",Ditzawng (adj)
duty,Diuti (v)
diesel,Dizil (n)
"fought battle, war with, to be at enmity with, to prop up; to support from the bottom, to bear from the bottom; to go or be out (in the rain)",Do (v)
"to resist, to withstand, to oppose, to be against",Dodal (v)
"resistance, opposition, objection",Dodalna (n)
"an opposer, antagonist",Dodaltu (n)
a deriding or disparaging remark on someone receiving a blow (pain or punishment),Dok (adj)
name of an ominous bird whose cry is believed to be associated with bad omen,Dokrawchekor (n)
doctrine,Doktrin (n)
taro stem,Dol (n)
swallow without grinding by the teeth,Dol (v)
the leaves of the edible arum,Dolhna (n)
dried arum leaves which is a common staple vegetable of the Hmars,Dolhro (n)
the bud of an edible arum,Dolpawt (n)
dolphin,Dolphin (n)
the name of an insect,Dolrêm (n)
a variety of the arum plant mostly found in Manipur plains locally called ‘yendem’,Dolselfak (n)
an anvil,Dolung (n)
"the buds of an arum, the young leaves and stalks of edible arums",Dolzik (n)
"to support (from below), to hold, to catch hold of",Dom (v)
"to look after, to attend; reply, to give a reply",Don (v)
"receive, to catch (as ball, etc) to take up (as spinning top)",Dong (v)
"lazy, idle, to be lazy",Dongda (adj)
"an answer, reply",Donna (n)
"to bring up, to train",Dontlei (v)
"the feathers under the tail of a bird, the place covered by such feathers",Dop (n)
the eagerness to do,Dop dop (adv)
to fight for someone else,Dopek (v)
"to fight for somebody, to join and help somebody in their war",Dopui (v)
"poetical term for enemy, foe, adversary",Doral (n)
"to whine away, to spent time unproductively",Dorap (v)
a Hmar Ngente sub clan,Dosak (n)
a Hmar Vangsie sub clan,Dosil (n)
next,Dot (adj)
a variety of wild tree,Dothing (n)
a Hmar Ngente sub clan,Dothlang (n)
"next, the next one",Dottu (n)
dragon,Dragon (n)
driver,Draivar (n)
drumstick,Dramstick (n)
"wanting to eat, salivating",Du (v)
"wish, aspiration, desire",Duaisam (n)
"greedy, to be greedy",Duam (adj)
"greediness, avariciousness",Duamna (n)
"to be slipshod, to be careless, to be negligent",Duda (adv)
"carelessly, flippantly",Dudatakin (adv)
a sub clan of Hmar Lusei,Duhlien (n)
a Hindi term for a refine wood of two by three inches in size and about 16 feet in length,Dûi-tîn (n)
"dark or dull in colour, to get or be dark or dull",Duk (adj)
a person who is not trustworthy or one who is very negative or one who is very unprincipled,Dukdakbo (n)
"to be loose, to be slack, to sag",Dul (adv)
"a 50 paise coin, half a rupee",Duli (n)
tobacco,Dum (n)
"black, dark (in colour)",Dum (adj)
"a pond, a pool in a stream",Dûm (n)
a variety of edible snail found inundated in wet fields,Dûm chengkol (n)
"a water plant, water hyacinth",Dûm hlo (n)
dark blue,Dum pawl (n)
an edible shrub that grows in marshlands,Dûm zawngtra (n)
a firefly,Dumade (n)
a container for tobacco,Dumbawm (n)
a smoking pipe,Dumbelu (n)
a tobacco container,Dumbur (n)
a chewing tobacco,Dumhmuom (n)
name of a species of bird,Dumva (n)
"a cigarette, a smoking roll",Dumziel (n)
"a cigarette, a smoking roll",Dumzuol (n)
"length, height",Dung (n)
"the top of a range of hills, the course of a river (tlang dung, tui dung)",Dung (adj)
short in stature (men or women),Dung inhnuoi (adv)
tall in stature (men or women),Dung insang (adv)
length wise,Dung zawng (adv)
"according to, in accordance as, just as",Dungzuiin (adv)
"trivial, irrelevant, paltry",Duoi (adj)
"significant, considerable",Duoidim lo (adj)
"a bunch of cotton thread, a pack of wool",Duong (n)
"to make, to form, to plan, to prepare",Duong (v)
"physical appearance, stature",Duongkai (adj)
"lovely and beautiful (woman), well or impressive built (man)",Duongkai thra (adv)
"advance preparation, to plan in advance, a pre-plan",Duonglawk (adv)
the thin coverings of meat,Duor (n)
"to tend with care, to humour, to spoil, to treat with indulgence, to pamper",Duot (v)
"a collective sound or action (thunder, shouts of large number of peoples, etc)",Dur dur (adv)
name of one of the eight dances performed during Sikpui (by children),Durte lam (n)
"desires of the heart, to express one's desires or wish",Duthusam (v)
"fastidious, to be fastidious",Dutui (adj)
"exclamation used to give affirmative response; ok, I see",E (n)
"an exclamation denoting surprise, oh!",E khai! (intrjn)
eden,Eden (n)
addicts (drug),Edik (n)
editor,Editor (n)
education,Edukeson (n)
an exclamation denoting surprise,Eh! (intrjn)
an exclamation denoting surprise and fear,Eheu! (intrjn)
"we, our, ours",Ei (prn)
a ritual performed when someone killed wild and ferocious animals,Ei (v)
let us,Ei tiu (verbal ending)
"to split, to cleave, to bend something",Ek (v)
"excrement, dung",Êk (n)
to pass a motion involuntarily,Ek che (v)
a dire situation when one just sit idle not knowing what to do or say,Ek che thrung (v)
a dung-heap (but mostly use to refer to extreme hardship),Êk dûr (n)
"lavatory, a latrine",Êk in (n)
constipation,Ek khal (n)
maggots,Ek nge (n)
"to be scattered hither thither, to be in complete chaos",Ek vuok dar ang (phrase)
to break with the hand,Ekbong (n)
to manure,Êkin vur (v)
exercise,Eksarsais (n)
exodus,Eksawdas (n)
accident,Eksiden (v)
"to break, to snap into two",Ektliek (v)
"to examine, to sit for examination",Ekzam (v)
examination,Ekzamna (n)
"to emulate, to vie with, to compete with; to give light",El (v)
"just, right, only",El (adv)
"just, right, only (past)",El khan (adv)
"may, it may be, perhaps",El thei (adv)
a single barrel gun,Elbun (n)
election,Elekson (n)
electric,Elektrik (n)
name of a variety of fish,Elish (n)
to shine in the eyes and prevent one from seeing plainly,Elkhal (v)
the upper limb just below the hip,Elpui (n)
"to rival, to jealous",Elrel (adj)
"rivalry, jealousy",Elrelna (adj)
"to provoke, offend, aggravate, annoy, vex, exasperate or anger purposely or deliberately; to do or say anything in order to provoke or in order to show one’s resentment",Elsèn (v)
"provocative, stimulating, offensive",Elsèn zawng (adj)
"provocatively, offensively",Elsen zawng takin (adv)
"to give light, to light",Elvar (v)
"to dry to roast, to scorch or air in the sunshine",Em (v)
a basket (without a lid),Êm (n)
"exceedingly, very, certainly, great, much, many",Èm ém (adv)
an expression of rebuke for being in excess of (negative),Em em che chun (intjn)
to tan (as sun),Em hang (v)
"to roast, to bake, to toast to the level of being eatable",Em hmin (v)
"to toast, to dry",Em trawl (v)
"to roast or toast so as to burn, to scorch much, to burn",Em ût (v)
"look, see, glance, to set the eyes on",En (v)
"to shine, to give light, bright, shining",Ên (v)
"reflect, reflected",En khal (v)
to look over,En khum (v)
"lo!, behold! see! look!",En rawh (intrjn)
"look!, see",En ta (intjn)
"to examine together, to look together",En tlang (v)
to judge or form an opinion according to appearance,Enbel (n)
"to scrutinize, to examine closely",Enchieng (v)
worthy of close examination,Enchieng dawl (adv)
"pleasing to the eye, which one always keep on watching",Enchimlo (adj)
"to check, inspect, to judge",Endik (v)
"inspections, examination, audit",Endikna (n)
"one who checks, inspect, judge",Endiktu (n)
"to despise, to treat with contempt",Endong (v)
"to check, inspect, to judge, etc",Enfel (v)
"light, gleam, glim",Eng (n)
yellow,Eng (adj)
"to light, to shine, to brighten",Êng (v)
engineer,Engineer (n)
"being free or at liberty, at ease in mind",Engthawl (adj)
"beatitude, blessedness, freedom",Engthawlna (n)
"concern, care (more on the negative aspect)",Engto (n)
"not concern, not care (more on the negative aspect)",Engto lo (n)
telescope,Enhlatna (n)
"telescope, binocular",Enhnaina (n)
"judging from, judging by",Enin (adv)
"to nurse, to tend, to look after",Enkol (v)
"a guardian, one who look after",Enkoltu (n)
to overlook,Enliem (n)
"binocular, telescope, microscope",Enlienna (n)
light,Enna (n)
"review, to revise, to look over again",Ennon (v)
"a show, a spectacle, an entertainment, anything pleasing to look at",Ennuom (n)
"to give a show, to organise a show",Ennuom siem (v)
"pleasing to look at, pleasing for the eye",Ennuom um (n)
"to look at secretly, to peek at discretely; to use unfair means or copy (in exam)",Enruk (v)
"to forsake, to refrain from helping, to excommunicate, to cease to care for",Ensan (v)
"trial, testing",Ensin (v)
"a test, a trial",Ensinna (n)
"a scouting, to spy upon, to watch, to scout",Enthla (v)
"a scout, a spy",Enthlatu (n)
"to probe, to examine",Enthlithlai (v)
to show,Entir (v)
"a sample, example",Entirna (n)
a telescope; field-glasses; to look through,Entlang (n)
"transparent, open for enquiring or examination",Entlang thei (adj)
"to copy, to compare",Enton (v)
watcher of a show or a match,Entu (n)
"a light, a luminary, a light giver",Êntu (n)
envelope,Envelawp (n)
a slight glance,Envuot (v)
"to stare, to look fixedly",Enzing (v)
to follow with the eyes,Enzui (v)
"against, to face, to have the front or face towards, to be arrayed",Ep (v)
opposing party,Eptu (n)
apple,Epul (n)
to be jealous,Er (adj)
"to melt; to deep fry and extract the oil (pork fat, etc)",Er (v)
"slanting, diverging",Er (adj)
airport,Erpawt (n)
"to criticise, to go against",Esel (v)
"a show of disapproval to an individual, a humiliation by public",Eu (v)
name of tree,Eukaleptus (n)
evangelist,Evangelis (n)
Eve,Evi (n)
eat,Fa (v)
to eat and drink,Faa dawn (v)
an orphan,Fahra (n)
an orphanage,Fahra in (n)
"very, specially, very specially",Fahran (adv)
"a large pestle for pounding rice, a pestle",Fahrel (n)
pestle dance or a dance performed by clashing the pestle,Fahrel tok lam (n)
"clean, to be clean",Fai (adj)
"completely, also expressing entirety or absoluteness",Fai ret (adv)
"to whistle, whistle, whistling",Faifûk (v)
a Hmar Darngawn sub clan,Faiheng (n)
a Hmar clan,Faihriem (n)
cleanliness,Faina (n)
final,Fainal (adj)
a vessel for holding cleaned rice,Fairel (n)
a basket used for storing rice,Fairel (n)
husked or clean rice,Faisa (n)
"a position where one lives on husked or clean rice (one of the highest desires of a man’s heart in the traditional pre-Christian era belief of the Hmars is to have clean rice to eat at home without labouring for it. Hence, the term)",Faisa ring (n)
a vessel (mostly tin cup) for measuring rice (to be cook),Faithlak (n)
a handful of rice put aside by women for the Church before cooking for the family in the morning and evening,Faithram (n)
container of ‘faithram’,Faithram bawm (n)
eat,Fâk (v)
"victuals, food, provision, sustenance, rations",Fak ding (n)
one’s source of livelihood,Fak hmuna (adj)
"to be satisfied with what one eats, satiated",Fak khop (v)
"one’s requirement for eating and drinking, provisions, victuals",Fak le dawn (n)
to prepare food,Fak rongbawl (v)
"one who prepare food, a cook",Fak rongbawltu (n)
to prepare food,Fak siem (v)
a cook,Fak siemtu (n)
allergy,Fak suol (n)
"to eat up, to finish eating",Fak zo (adv)
a species of rice,Fakang (n)
that has to be eaten for the day,Fakfawm (adj)
"those who search for daily livelihood, daily wage earners",Fâkfawm zong (n)
a variety of wild tree,Fakhaw (n)
"sufficient food to eat, enough food provision",Fâkkhop (adj)
"to entertain one with meal, to treat someone with food",Fakpui (v)
eat on the sly or secretly but used more to meant ‘corrupt practices’,Fakruk (v)
eat on the sly or secretly but used more to meant ‘corrupt practices’,Fakruk (v)
corruption,Fakrukna (n)
"eatable, edible",Fakthei (adj)
"apart, isolated, detached, to be apart",Fâl (adj)
name of a tribe in Myanmar,Falam (n)
a poetical term of death,Fam (v)
those who have died; used in short as (L) in English,Fam (n)
a liquid substance that is about to drop very slowly,Făm (v)
"to miss those who are no more, to long for the dead",Fam ngai (v)
stalactite (on the floor),Fâmfar (n)
a sub clan under Banzang clan of Hmar Darngawn,Famhoite (n)
"affix signifying in every respect, in everything, completeness",Famkim (adv)
even after,Fan (adv)
"elastic, to stretch, to be elastic",Fân (adj)
somehow or other,Fan fan (adv)
"a poetical word used for grain, paddy, rice, etc",Fang (n)
"to inspect, to itinerate, to go from place to place; present continuous form of ‘fa/fak’",Fang (v)
stalactite (on the roof),Fângfar (n)
a species of large cucumber,Fanghma (n)
a species of large bean,Fanghrakawmfak (n)
a rite and ritual performed so as to please ‘fapite’ in before the annual crop season begins in the pre-Christian Hmar society,Fangko (n)
"to visit all, to saturate completely",Fangsuok (v)
name of tree,Fapawl (n)
the spirit of goddess of crops,Fapite (n)
term for a man to refer to all his sisters and female cousins or relatives,Far (n)
"to fall as a droplet, a drop, to drip, to leak",Far (v)
"the fir tree, the pine",Fâr (n)
pharisees,Farisai (n)
the term for a man to refer to all his sisters and female cousins or relatives,Farnu (n)
a makeshift container of paddy,Fasier (n)
a raised threshing floor in the indigenous Hmar jhums,Fasuor (n)
"pimple, acne",Fathiet (n)
a Hmar Biete sub clan,Fatlei (n)
one who presides at a feast,Fatu (n)
"husk of grain, chaff",Favai (n)
the finer particles of ‘favai’,Favaidi (n)
the bigger particles or the outer particles of ‘favai’,Favaihram (n)
the autumn,Favang (n)
"to gather together, to bring together",Fawkkhawm (v)
"as well, along with",Fawm (adv)
"to do things besides the main part, along with, as well",Fawmkèm (v)
"to surge, to move up and down (as water), to wave",Fawn (v)
"the handle part of (a knife, dao)",Fawng (n)
"to kiss, to suck",Fawp (v)
to roam around leisurely,Fawr (v)
"go, to go",Fe (v)
"the chaff, (the tealeaf in case of tea)",Fe (n)
going to the jhum before others,Fe hmakhal (v)
to go together,Fe khawm (v)
to buy or get or visit while on the way,Fe malam (v)
on the way,Fe malamin (v)
to pass by,Fe pêl (v)
"to accompany, to take away, to take along",Fe pui (v)
"to leave, to abandon",Fe san (v)
a woman carrying basket,Fe-èm (n)
to go away,Fehmang (v)
"to desert, to leave",Fehmang san (v)
"to take away, to carry off",Fehmangpui (v)
"a spear, a javelin, a harpoon, a pike",Fei (n)
a barbed spear,Feikibar (n)
a measurement of paddy produced in a year - the apex of the conical heap of which will be level with the tips of a spear,Feizawn (n)
"pass over, leave out",Fekan (v)
the Passover feast,Fekan ruoi (n)
"just, accurate, righteous, proper",Fel (adj)
fail,Fêl (v)
opposite of ‘fel’,Fel lo (adj)
"justly, properly, righteously, orderly",Fel takin (adv)
neat and clean,Felfai (adj)
"righteousness, virtue, neatness",Felna (n)
"to take along, to carry along",Fen (v)
the name of a sub-clan of Khawbung clan of Hmar tribe,Fenate (n)
"to take along, to carry along (without much ado or trouble or easily)",Fenhleng (v)
one of the oldest Hmar traditional shawl,Fenngo (n)
a Hmar traditional shawl,Fensen (n)
"a Hmar Khawbungamzar (n), the leaves placed on the grave of the death; a traditional pre-Christian ritual performed after the death of a man",Fente (n)
a Hmar Khawbung sub clan,Fente (n)
to suck (as sugarcane),Fep (v)
stunted or dwarfed in growth,Fere (adj)
french,Feren (n)
French mustard (the seed of which was believed to brought home by those who went as far as French during World War I),Feren antram (n)
farewell,Feruel (n)
"strict, particular, meticulous",Fet (adj)
to pass through,Fethleng (v)
fee,Fi (n)
"to prove, to test, to make sure",Fie (v)
"plain, distinct, clear",Fie (adj)
"obscure, not clear, blurred",Fie lo (adj)
"to ask, to invite",Fiel (v)
"to lark, to play with, to amuse with, jokingly",Fiem (v)
"a joke, humour",Fiemthu (n)
"to joke, to jest, to tell a funny story",Fiemthu thaw (v)
"comedian, humorist",Fiemthu thiem (v)
"private, secluded, solitary",Fienriel (adj)
the water of a small stream proverbially used to denote crystal clear water,Fieratui (n)
the water of a small stream proverbially used to denote crystal clear water,Fiertui (n)
"to be out of clutches of, emancipated, to be free from",Fihlim (v)
"to cut through at one blow, at one blow",Fik (v)
"bare, cleaned, uncovered",Fil (adj)
field,Fîl (n)
"the protruding or projecting end of anything, exceptionally higher, taller, bigger than the rest of",Filor (n)
"clear, transparent, to be clear, etc.",Fîm (adj)
